Name,Ticker,<date>,<open>,<high>,<low>,<close>,<vol>
Elmira Sav Bk,ESBK,20200911,10.56,10.7,10.33,10.47,10900
Escalade Inc,ESCA,20200911,17.51,17.67,17.13,17.18,38600
Euroseas Ltd,ESEA,20200911,2.19,2.29,2.13,2.24,74300
EAFE ESG Optimized Ishares MSCI ETF,ESGD,20200911,64.87,65.0551,64.48,64.73,135000
Emrg Mkts ESG Optimized Ishares MSCI ETF,ESGE,20200911,35.69,35.74,35.37,35.54,301000
Enstar Group Ltd,ESGR,20200911,163.81,164.99,160.57,161.43,46500
Enstar Group Ltd Depository Shares 7.00% Per,ESGRO,20200911,26.11,26.26,25.98,26.0881,26600
Enstar Group Ltd,ESGRP,20200911,26.44,26.44,26.24,26.245,9500
USA ESG Optimized Ishares MSCI ETF,ESGU,20200911,76.2,76.4,75.04,75.82,460300
Elbit Systems Ltd,ESLT,20200911,122,123.515,121.5,121.5,24300
Vaneck Vectors Video Gaming and Esports ETF,ESPO,20200911,59.84,60,58.77,59.17,63900
Esperion Theraptc,ESPR,20200911,38.58,39,37.02,37.84,268100
Esquire Financial Holdings Inc,ESQ,20200911,16.1,16.6,15.8,15.93,23200
Essa Bancorp Inc,ESSA,20200911,13.38,13.42,13.15,13.16,12600
East Stone Acquisition Corp,ESSC,20200911,9.84,9.85,9.84,9.84,29000
East Stone Acquisition Corporation Right,ESSCR,20200911,0.2,0.21,0.19,0.2001,38400
East Stone Acquisition Corp,ESSCU,20200911,10.12,10.22,10.12,10.22,17500
East Stone Acquisition Corporation WT,ESSCW,20200911,0.23,0.23,0.192,0.192,39300
Establishment Labs Holdings Inc,ESTA,20200911,19.42,19.69,18.51,19.36,28300
Community Bankers,ESXB,20200911,5.02,5.23,4.95,5.06,237800
E.Merge Technology Acquisition Corp,ETACU,20200911,10.02,10.05,10.01,10.05,37000
E*Trade Finl Corp,ETFC,20200911,52.18,52.83,51.9,52.24,1520700
89Bio Inc,ETNB,20200911,35.62,36.44,31.75,34.56,79400
Eton Pharmaceutcials Inc,ETON,20200911,7.72,8,7.531,7.7,385800
Etsy Inc,ETSY,20200911,113.08,116.59,109.94,110.77,4450500
Entasis Therapeutics Holdings Inc,ETTX,20200911,2.93,3.03,2.8979,2.94,104700
Europe Financials Ishares MSCI ETF,EUFN,20200911,14.84,14.87,14.705,14.79,278000
Everbridge Inc,EVBG,20200911,122.13,122.13,115.27,117.57,402800
Everquote Inc Cl A,EVER,20200911,40.11,41.34,39.48,40.54,210800
Evofem Biosciences Inc,EVFM,20200911,2.36,2.39,2.03,2.1,28765400
Evogene Ltd Ord,EVGN,20200911,2.18,2.3337,2.13,2.13,248500
Ever Glory Intl Group,EVK,20200911,1,1.02,0.9799,0.9799,19200
Evelo Biosciences Inc,EVLO,20200911,4.55,4.79,4.51,4.69,92500
Evoke Pharma,EVOK,20200911,5.09,5.18,4.98,4.99,151300
Evolving Systems Inc,EVOL,20200911,1,1,0.97,0.9899,4300
Evo Payments Inc Cl A,EVOP,20200911,25.52,25.62,24,24.5,387500
Envision Solar International Inc,EVSI,20200911,12.8,12.8,11.65,11.75,219300
Envision Solar Intl Inc WT,EVSIW,20200911,6.5,6.67,5.37,5.75,113600
East West Bancorp,EWBC,20200911,34.54,34.84,34.09,34.63,457600
Ishares MSCI Japan Equal Weighted ETF,EWJE,20200911,34.86,34.8699,34.86,34.8699,500
Ishares MSCI Japan Value ETF,EWJV,20200911,23.35,23.38,23.326,23.37,5500
Brazil Small-Cap Ishares MSCI ETF,EWZS,20200911,14.14,14.14,13.82,13.83,47100
Exact Sciences Cor,EXAS,20200911,74.62,76.42,74.62,76.2,1466900
Exelon Corp,EXC,20200911,36,36.05,35.62,35.83,4602000
Exelixis Inc,EXEL,20200911,21.1,21.91,20.96,21.73,2267900
Exfo Inc,EXFO,20200911,3.63,3.63,3.5301,3.54,3900
Exlservice Holdings,EXLS,20200911,62.16,62.16,59.97,60.72,140800
Experience Investment Corp. Cl A,EXPC,20200911,10.1,10.1,10.07,10.09,372000
Experience Investment Corp. Warrants,EXPCW,20200911,1.06,1.06,1.05,1.05,1700
Expeditors Intl,EXPD,20200911,88.93,90.635,88.93,90.36,1569800
Expedia Group Inc,EXPE,20200911,96.25,96.59,92.12,94.74,3019700
Exp Realty International,EXPI,20200911,43.56,44.1098,41.53,42.21,615900
Exponent Inc,EXPO,20200911,77.09,78.28,76.36,76.45,188700
Extreme Networks,EXTR,20200911,4,4.03,3.79,3.82,732100
National Vision Holdings Inc,EYE,20200911,38.34,38.75,36.46,37.38,537500
Eyegate Pharma,EYEG,20200911,3.82,3.82,3.66,3.75,12200
Eyenovia Inc,EYEN,20200911,3.51,3.51,3.34,3.43,70200
Second Sight,EYES,20200911,0.74,0.768,0.73,0.745,114400
Second Sight Medical Products Inc WT,EYESW,20200911,0.0701,0.0756,0.0254,0.045,47200
Eyepoint Pharmaceuticals Inc,EYPT,20200911,0.5171,0.52,0.49,0.5032,511000
Ezcorp Inc,EZPW,20200911,5.35,5.35,5.205,5.21,275900
Alternative Absolute Return Strategy ETF FT,FAAR,20200911,26.5,26.76,26.3905,26.6401,5600
Multi Cap Value Alphadex Fund FT,FAB,20200911,48.05,48.05,47.6086,47.885,2200
Multicap Growth Alphadex Fund FT,FAD,20200911,83.59,83.59,82.2434,82.42,1400
US Fallen Angels Ishares ETF,FALN,20200911,27.61,27.75,27.485,27.6,84400
Farmmi Inc,FAMI,20200911,0.74,0.98,0.72,0.79,4365900
Diamondback Energy,FANG,20200911,30.15,30.485,29.12,29.62,3425700
Fanhua Inc,FANH,20200911,20.32,20.6,20.3,20.5,47100
Farmer Brothers,FARM,20200911,5.65,5.77,5.45,5.52,383500
Faro Tech Inc,FARO,20200911,55.76,56.2,55.28,56.14,74000
Fastenal Company,FAST,20200911,44.14,44.46,43.47,44.03,3850800
Fat Brands Inc,FAT,20200911,4.57,4.61,4.4,4.49,11300
Fat Brands Inc WT,FATBW,20200911,1.25,1.27,1.25,1.27,3800
Fate Therapeutics,FATE,20200911,32.07,33.91,31.66,33.56,853500
Facebook Inc,FB,20200911,270.06,271.39,262.64,266.61,18913800
Fortress Biotech Inc,FBIO,20200911,4.17,4.46,3.915,4.01,2521500
Fortress Biotech Inc 9.375% Series A Cumulativ,FBIOP,20200911,18.83,19.1999,18.71,18.94,43200
First Business Finan,FBIZ,20200911,15.27,15.28,14.7,15.06,28300
First Bancshs [Ms],FBMS,20200911,21.99,22.38,21.26,21.31,48400
First Bancorp [Nc],FBNC,20200911,20.46,20.625,20.25,20.37,148900
Forte Biosciences Inc.,FBRX,20200911,35.95,37.49,35.155,35.91,83700
Fauquier Bankshares,FBSS,20200911,15.03,15.13,15.03,15.13,800
Brazil Alphadex Fund FT,FBZ,20200911,11.59,11.65,11.45,11.45,2000
China Alphadex Fund FT,FCA,20200911,26.7,26.9695,26.7,26.7114,600
First Trust Exchange-Traded Fund III First Trust,FCAL,20200911,52.8284,52.9299,52.8284,52.91,4000
First Capital Inc,FCAP,20200911,60.29,60.29,58.7,58.7,1300
First Community Bksh,FCBC,20200911,19,19.13,18.96,19.06,38100
First Choice Bancorp,FCBP,20200911,14.25,14.3213,14.1,14.19,10100
First Community Corp,FCCO,20200911,13.6,13.7,13.5,13.5,10900
1st Constitution Bcp,FCCY,20200911,11.81,12.0651,11.5,11.9,13200
CEF Income Opportunity ETF FT,FCEF,20200911,19.5955,19.625,19.48,19.57,5600
Fuelcell Energy Inc,FCEL,20200911,2.26,2.28,2.1,2.17,14795500
First Cash Fin Svcs,FCFS,20200911,60.7,60.91,58.515,59.17,221000
First Citizens Bancs,FCNCA,20200911,362.97,364.13,358.08,360.21,18700
First Citizens Bancshares,FCNCP,20200911,26.6,26.6,26.4,26.4359,8800
First Eagle Alt Capital Bdc Inc.,FCRD,20200911,2.96,3,2.96,2.96,40200
Ssi Strategic Convertible Securities ETF FT,FCVT,20200911,39.58,39.58,38.6801,39,16100
Fidelity D & D Bancorp Inc,FDBC,20200911,46.5,46.9699,45.87,46.12,2800
Strategic Income ETF FT,FDIV,20200911,45.09,45.4,45.09,45.24,10500
FT DJ International Internet ETF,FDNI,20200911,38.02,38.02,37.2681,37.5278,10900
Dev Mkts Ex-US Alphadex Fund FT,FDT,20200911,50.7,50.81,50.4024,50.6329,83100
Dev Mkts Ex-US Small Cap Alphadex Fund FT,FDTS,20200911,36.15,36.15,36.1,36.14,3000
Fidus Investment Cor,FDUS,20200911,9.91,10.06,9.91,9.91,77200
Fidus Investment Corp 5.375% Notes Due 20,FDUSG,20200911,24.45,24.45,24.14,24.44,1900
Fidus Investment Corp 5.875% Notes Due 20,FDUSL,20200911,25,25,24.8011,24.95,3700
Fidus Investment Corp 6% Notes Due 2024,FDUSZ,20200911,24.9,25.09,24.82,25.09,1800
Frequency Elcts Inc,FEIM,20200911,10.03,10.49,10.03,10.19,8600
Franklin Electric Company,FELE,20200911,58.37,59.32,58.22,58.66,141300
Emrg Mkts Alphadex Fund FT,FEM,20200911,22.55,22.6299,22.39,22.48,191300
Emrg Mkts Local Currency Bond ETF FT,FEMB,20200911,35.22,35.4566,35.09,35.235,52500
Emrg Mkts Small Cap Alphadex Fund FT,FEMS,20200911,34.44,34.5285,34.26,34.3297,3300
Fennec Pharmaceuticals Inc,FENC,20200911,5.76,5.81,5.26,5.42,193500
Europe Alphadex Fund FT,FEP,20200911,33.97,34.04,33.681,33.84,39600
Eurozone Alphadex Fund FT,FEUZ,20200911,37.6468,37.6468,37.593,37.593,300
Largecap Core Alphadex Fund FT,FEX,20200911,62.86,62.98,62.19,62.73,32300
Fireeye Inc,FEYE,20200911,12.69,12.7699,12.33,12.49,2954800
First Finl Bncp [Oh],FFBC,20200911,13.02,13.2225,12.911,12.96,326400
Ffbw Inc,FFBW,20200911,8.63,9.2,8.62,9.2,13300
Fuwei Films [Holding,FFHL,20200911,3.56,3.755,3.51,3.51,30200
Flushing Finl Corp,FFIC,20200911,11.84,11.84,11.34,11.5,149500
First Finl Bkshs Inc,FFIN,20200911,29.37,29.555,28.99,29.18,366000
F5 Networks Inc,FFIV,20200911,120.92,122.04,118.91,119.99,456500
First Financial Nort,FFNW,20200911,9.75,10,9.29,9.57,26800
First Foundation,FFWM,20200911,14.88,14.88,14.56,14.72,129600
First Gurty Banc,FGBI,20200911,14,14.66,13.76,14.1,5400
Fibrogen Inc CS,FGEN,20200911,42.3,42.72,41.77,42.17,958900
Germany Alphadex Fund FT,FGM,20200911,45.9596,45.9747,45.85,45.85,1400
First Hawaiian Inc,FHB,20200911,15.55,15.61,15.35,15.53,1476400
First Interstate Ban,FIBK,20200911,31.45,31.755,31.155,31.465,175500
First Trust S&P Intl Dividend Aristocrats ETF,FID,20200911,14.79,14.8366,14.79,14.8353,900
Forum Merger III Corporation Units,FIIIU,20200911,10.25,10.3,10.115,10.16,193600
G-X Fintech Thematic ETF,FINX,20200911,36.73,36.73,35.58,36.025,165200
Financial Institut,FISI,20200911,16.79,17.27,16.785,16.99,92200
Fiserv Inc,FISV,20200911,95.41,96.07,92.15,93.06,6057900
Fifth Third Bncp,FITB,20200911,20.7162,21.15,20.535,21.045,4125500
Fifth Third Bancorp,FITBI,20200911,27.34,27.3525,27.18,27.23,19500
Fifth Third Bancorp 4.95% Prf Perpetual USD 25 S,FITBO,20200911,26.56,26.57,26.38,26.48,9300
Fifth Third Bancorp Depositary Shares 1/40Th,FITBP,20200911,26.4542,26.485,26.45,26.485,2100
Five Below Inc,FIVE,20200911,128.32,130.52,127.25,130.02,833900
Five9 Inc,FIVN,20200911,119.93,122.06,115.005,116.56,1023800
Tcw Opportunistic Fixed Income ETF FT,FIXD,20200911,55.32,55.3599,55.26,55.31,726200
Homology Medicines Inc,FIXX,20200911,10.12,10.24,9.83,9.99,260300
Natl Beverage Cp,FIZZ,20200911,79.39,79.6,77.54,77.58,330000
Japan Alphadex Fund FT,FJP,20200911,48.1,48.15,48.01,48.069,2000
South Korea Alphadex Fund FT,FKO,20200911,19.85,19.85,19.72,19.72,200
UK Alphadex Fund FT,FKU,20200911,31.02,31.11,31.02,31.09,700
Fluidigm Corp,FLDM,20200911,6.39,6.9,6.34,6.62,3291700
Flextronics Intl Ltd,FLEX,20200911,10.34,10.4,10.11,10.2,1669900
Fulgent Genetics Inc,FLGT,20200911,29.91,30.365,28.26,28.81,447900
First of Long Isla,FLIC,20200911,14.72,14.93,14.65,14.81,49200
Flir Systems Inc,FLIR,20200911,33.75,34.25,33.67,34.22,1020400
Full House Rsts,FLL,20200911,1.96,1.96,1.83,1.96,310400
Falcon Minerals Corp Cl A,FLMN,20200911,2.57,2.76,2.57,2.73,184900
Fluent Inc,FLNT,20200911,3.3,3.37,3.09,3.19,174800
Flux Power Holdings Inc,FLUX,20200911,5.35,5.38,5.19,5.24,63000
1-800-Flowers.com,FLWS,20200911,23.66,24.37,23.27,23.35,951800
Flexion Therapeutics,FLXN,20200911,12.08,12.39,11.6903,11.82,404800
Flexsteel Inds,FLXS,20200911,19.1372,19.4007,18.875,19.09,79200
Farmers & Merch Banc,FMAO,20200911,20.25,21.04,20.25,20.27,6500
Managed Municipal ETF FT,FMB,20200911,55.78,55.79,55.7105,55.7586,93600
First Mid Ill Bncshr,FMBH,20200911,25.75,26.33,25.595,25.66,14600
First Midwest Bncp,FMBI,20200911,11.85,11.855,11.58,11.76,543300
First Midwest Bancorp Inc,FMBIO,20200911,26.32,26.32,26.07,26.15,12900
First Midwest Bancorp Inc,FMBIP,20200911,26.25,26.25,26.16,26.22,31000
Forum Merger II Corp Cl A,FMCI,20200911,24,26.7,23.71,24.87,2642200
Forum Merger II Corp Unit,FMCIU,20200911,33.56,33.56,30.82,32,1400
Forum Merger II Corp WT,FMCIW,20200911,8.62,9.47,8.3,8.89,932700
FT Municipal High Income ETF,FMHI,20200911,52.13,52.13,51.97,52.06,8900
Mega Cap Alphadex Fund FT,FMK,20200911,38.0852,38.0852,37.5588,37.8743,400
Farmers Natl Banc Cp,FMNB,20200911,11.06,11.13,10.94,11.1,47900
Forma Therapeutics Holdings Inc,FMTX,20200911,43.54,45.08,40.66,41.69,269700
FNCB Bancorp Inc,FNCB,20200911,6.16,6.16,5.91,5.97,22100
Federated Natl Hld,FNHC,20200911,8.29,8.29,8.12,8.2,32700
Mid Cap Value Alphadex Fund FT,FNK,20200911,28.25,28.5,28.25,28.4585,1300
Funko Inc Cl A,FNKO,20200911,6.35,6.35,5.92,5.98,590700
First Bancorp Inc,FNLC,20200911,20.69,20.69,20.03,20.06,7500
First Nw Banc,FNWB,20200911,12.12,12.12,11.9,12,20900
Mid Cap Core Alphadex Fund FT,FNX,20200911,65.91,65.91,64.91,65.1707,12700
Mid Cap Growth Alphadex Fund FT,FNY,20200911,51.47,51.47,50.3249,50.81,120000
Focus Financial Partners Inc Cl A,FOCS,20200911,31.56,32.42,31.28,31.64,486900
Amicus Therapeutics,FOLD,20200911,13.47,13.68,12.775,12.89,1793700
Fonar Corp,FONR,20200911,25.53,25.53,24.59,24.68,9000
Forward Inds Inc,FORD,20200911,1.52,1.52,1.45,1.45,57900
Fuling Global Ord Sh,FORK,20200911,2.31,2.32,2.31,2.32,14000
Formfactor Inc,FORM,20200911,22.68,23.04,22.37,22.43,369900
Forrester Resrch,FORR,20200911,34.37,34.5,33.66,33.83,34800
Formula Sys [1985],FORTY,20200911,80.6,83.95,80,83.615,3200
Fossil Group,FOSL,20200911,7.01,7.25,6.9354,7.22,660800
Fox Corp Cl B,FOX,20200911,28.15,28.64,27.68,28.14,1245800
Fox Corp Cl A,FOXA,20200911,28.32,28.64,27.64,28.14,4736200
Fox Factory Cp,FOXF,20200911,79.86,80.11,75.47,76.8,403600
Asia Pacific Ex-Japan Alphadex Fund FT,FPA,20200911,26.7637,26.7637,26.6382,26.6382,200
Flexshopper Inc,FPAY,20200911,1.82,1.83,1.74,1.745,74300
Five Prime Thera,FPRX,20200911,3.92,4.16,3.7225,3.81,215900
First Trust Ipox Europe Equity Opp ETF,FPXE,20200911,24.8445,24.8445,24.84,24.84,300
International IPO Fund FT,FPXI,20200911,56.62,56.95,56.15,56.38,143700
Franklin Finl Svcs Corp,FRAF,20200911,23.75,23.856,23.5,23.5,3100
Francesca's Holdings,FRAN,20200911,5,5.1353,4.7,4.7,214400
First Bank,FRBA,20200911,6.76,6.805,6.52,6.66,21000
Republic First Bcp,FRBK,20200911,2.08,2.1,2.03,2.05,102000
Whole Earth Brands Inc,FREE,20200911,8.82,9.02,8.75,9.01,863500
Whole Earth Brands Inc WT,FREEW,20200911,1,1.03,0.901,0.95,540200
Frequency Therapeutics Inc,FREQ,20200911,18.86,19.35,18.32,18.91,120000
Franchise Group Inc,FRG,20200911,26.17,26.81,25.44,25.87,384000
Fiesta Restaurant Gp,FRGI,20200911,12.97,13.03,11.5,11.53,328600
Freedom Holding Corp,FRHC,20200911,23.46,23.5,23.26,23.28,363600
Freeline Therapeutics Holdings Plc Adss,FRLN,20200911,17.11,17.71,16.62,17.02,10100
First Merchants Corp,FRME,20200911,24.56,24.65,24.29,24.42,199900
Frp Holdings Inc,FRPH,20200911,41.37,41.38,40.96,41.38,12700
Freshpet Inc CS,FRPT,20200911,108.84,110.07,107.36,108.41,238700
Foresight Autonomous Holdings Ltd ADR,FRSX,20200911,0.8561,0.8649,0.83,0.86,514900
Forterra Inc,FRTA,20200911,14.57,16.7999,14.5,16.47,1674200
FS Bancorp Inc,FSBW,20200911,39.71,41.92,39.71,40.52,11800
FS Development Corp. Cl A,FSDC,20200911,10.89,10.89,10.89,10.89,1100
First Seacoast Bancorp,FSEA,20200911,6.53,6.685,6.5,6.5,800
First Savings Financ,FSFG,20200911,45.73,47.5,45.13,45.13,3100
First Solar Inc,FSLR,20200911,70.92,71.93,69.67,69.91,1058400
Finserv Acquisition Corp. Cl A,FSRV,20200911,9.95,10.05,9.93,10.05,17200
Finserv Acquisition Corp,FSRVU,20200911,10.35,10.35,10.35,10.35,1500
Finserv Acquisition Corp. WT,FSRVW,20200911,0.94,0.96,0.93,0.95,36300
Foster L B Company,FSTR,20200911,14.42,14.66,13.93,13.98,25100
Firstsrvce Sub VT Sh,FSV,20200911,128.28,130.49,127.77,128.8,56600
Switzerland Alphadex Fund FT,FSZ,20200911,54.13,54.2255,53.835,53.835,11600
Largecap Value Alphadex Fund FT,FTA,20200911,47.46,47.73,47.2,47.6213,83300
Fintech Acquisition Corp III Cl A,FTAC,20200911,10.4,10.4,10.27,10.27,73400
Fintech Acquisition Corp III WT,FTACW,20200911,1.75,1.75,1.65,1.7,71500
Largecap Growth Alphadex Fund FT,FTC,20200911,81.72,81.9445,80.3211,81.05,72400
Capital Strength ETF FT,FTCS,20200911,62.8,63.24,62.32,62.86,559100
Frontdoor Inc,FTDR,20200911,40.84,41.25,40.61,41,781900
Fuel Tech Inc,FTEK,20200911,0.7215,0.731,0.7,0.7008,21800
Future Fintech Group Inc,FTFT,20200911,2.11,2.2,2.06,2.16,55800
Global Tactical Commodity Strategy Fund FT,FTGC,20200911,16.94,17.06,16.9301,16.995,99000
High Income ETF FT,FTHI,20200911,19.41,19.4697,19.32,19.4697,23900
Fathom Holdings Inc,FTHM,20200911,15.44,15.97,14.615,15.1,65400
Low Beta Income ETF FT,FTLB,20200911,19.44,19.44,19.4167,19.4167,1900
Fortinet Inc,FTNT,20200911,118.05,119.0745,113.52,115.17,997100
Ftac Olympus Acquisition Corp,FTOCU,20200911,10,10,9.98,10,168900
Indxx Global Natural Resources Income ETF FT,FTRI,20200911,10.2,10.2,10.175,10.1812,300
Senior Loan ETF FT,FTSL,20200911,46.67,46.69,46.61,46.67,75400
Enhanced Short Maturity ETF FT,FTSM,20200911,60.06,60.07,60.05,60.06,504900
Nasdaq Retail ETF FT,FTXD,20200911,25.92,26.1225,25.85,26.1225,500
Nasdaq Pharmaceuticals ETF FT,FTXH,20200911,23.705,23.705,23.32,23.5779,4400
Nasdaq Semiconductor ETF FT,FTXL,20200911,45.695,45.9593,44.9,45.04,3700
Nasdaq Oil & Gas ETF FT,FTXN,20200911,9.93,10,9.9,9.92,5300
Nasdaq Bank ETF FT,FTXO,20200911,17.5,17.73,17.47,17.7,13000
Nasdaq Transportation ETF FT,FTXR,20200911,23.69,24.55,23.326,23.7,25140600
Fulcrum Therapeutics Inc,FULC,20200911,7.82,7.95,7.46,7.64,109300
Fulton Financial Cor,FULT,20200911,9.54,9.635,9.36,9.47,978000
First United Corp,FUNC,20200911,11.165,11.165,10.81,10.91,16300
Sprott Focus Trust,FUND,20200911,6.17,6.21,6.12,6.17,46000
First US Bancshares Inc,FUSB,20200911,6.58,6.82,6.371,6.71,3700
Fusion Pharmaceuticals Inc,FUSN,20200911,12.64,12.6862,12.4,12.45,14500
Futu Holdings Ltd,FUTU,20200911,31.09,31.73,30.26,30.74,641200
Arcimoto Inc,FUV,20200911,5.35,5.45,5.22,5.41,302200
Dorsey Wright Focus 5 ETF FT,FV,20200911,33.69,33.81,32.95,33.39,135500
Dorsey Wright Dynamic Focus 5 ETF FT,FVC,20200911,25.88,25.93,25.36,25.575,20300
Fvcbankcorp Inc,FVCB,20200911,10.44,10.55,10.35,10.35,7600
Five Star Quality Care,FVE,20200911,5.45,5.45,5.18,5.24,49900
Liberty Media F1 Series A,FWONA,20200911,33.98,34.24,33.31,33.76,70400
Liberty Media F1 Series K,FWONK,20200911,36.65,36.8,36.08,36.55,934900
Forward Pharma Ads,FWP,20200911,6.1,6.26,6.08,6.11,6800
Foward Air Corp,FWRD,20200911,58.22,58.46,57.38,57.81,108900
First Natl Corp Strasburg VA,FXNC,20200911,14.045,14.3,14.045,14.3,400
Smallcap Growth Alphadex Fund FT,FYC,20200911,46.1406,46.1406,45.06,45.49,80100
Smallcap Value Alphadex Fund FT,FYT,20200911,31.73,31.81,31.485,31.5986,14800
Smallcap Core Alphadex Fund FT,FYX,20200911,58.26,58.47,57.05,57.4697,42000
German Amer Bncp Inc,GABC,20200911,28.92,29.02,28.4,28.57,51100
Gaiam Inc,GAIA,20200911,11.42,11.42,10.33,10.36,81500
Gladstone Investment,GAIN,20200911,9.19,9.28,9.0615,9.18,167000
Gladstone Investment Corp Term Pfd Ser E %,GAINL,20200911,24.28,24.3,24.18,24.18,6600
Gladstone Investment Corp,GAINM,20200911,24.8,24.95,24.75,24.95,6600
Galectin Therapeutic,GALT,20200911,2.92,2.96,2.85,2.9,130200
Gan Limited,GAN,20200911,19.72,19.735,18.26,18.95,774300
Garrison Capital Inc,GARS,20200911,3.59,3.62,3.54,3.56,35400
Stealthgas Inc,GASS,20200911,2.37,2.43,2.37,2.39,33600
Glacier Bancorp Inc,GBCI,20200911,33.66,34.2,33.41,34.05,281300
Golub Capital Bdc,GBDC,20200911,13.02,13.185,13.01,13.14,302200
Generation Bio Co.,GBIO,20200911,29.88,30.5,27.43,28.22,92100
Global Indemnity Plc,GBLI,20200911,24.11,24.48,23.45,23.94,55600
Global Indemnity Ltd 7.875%,GBLIL,20200911,26.78,26.78,25.65,26.6,14800
Global Blood Ther,GBT,20200911,53.87,55.06,52.67,52.76,975100
Greene County Bncp,GCBC,20200911,22.22,22.315,21.62,21.62,3400
Golden Entmt,GDEN,20200911,12.78,12.86,12.04,12.47,264400
Gds Holdings Ltd,GDS,20200911,73.12,73.56,70.18,71.1,908900
Grid Dynamics Holdings Inc.,GDYN,20200911,7.51,7.71,7.29,7.32,303300
Grid Dynamics Holdings Inc. WT,GDYNW,20200911,1.57,1.57,1.57,1.57,100
Great Elm Capital Group Inc,GEC,20200911,2.195,2.21,2.08,2.1027,11700
Great Elm Capital Corp,GECC,20200911,3.77,3.77,3.31,3.42,238200
Great Elm Capital Corp 6.50% Notes Due 2022,GECCL,20200911,23.4,23.4,23.2,23.2,6100
Great Elm Capital Corp 6.75% Notes Due 2025,GECCM,20200911,21.15,21.93,21.15,21.15,2700
Great Elm Capital Corp 6.5% Notes Due 2024,GECCN,20200911,20.86,21,20.86,21,3000
Gencor Industries IN,GENC,20200911,11.983,12.0778,11.85,11.85,11400
Genetic Tech Spn Ads,GENE,20200911,3.91,4.03,3.57,3.79,14577700
Principal Millennials Index ETF,GENY,20200911,47.48,47.66,47.17,47.2737,1900
Geospace Technologie,GEOS,20200911,6.21,6.39,6.19,6.19,39300
Geron Corp,GERN,20200911,1.85,1.87,1.75,1.82,1937200
Gevo Inc,GEVO,20200911,0.8862,0.8948,0.8103,0.8388,14271300
Guaranty Fedl Bcshs,GFED,20200911,14.97,14.97,13.8514,13.8514,700
General Finance Corp,GFN,20200911,6.15,6.28,6.12,6.24,47700
General Fn Cum Pfd C,GFNCP,20200911,99.84,100.4,99.84,100.0333,400
Genrl Fin Sr Nt 2021,GFNSL,20200911,25.27,25.3494,25.27,25.294,1000
Grupo Fin Galicia,GGAL,20200911,10.36,10.36,9.72,9.74,1001800
Guardant Health Inc,GH,20200911,96.05,98.44,94.2835,95.65,596400
Gores Holdings IV Inc Cl A,GHIV,20200911,10.66,10.85,10.65,10.8,12800
Gores Holdings IV Inc,GHIVU,20200911,11.17,11.2313,11.035,11.2313,2600
Gores Holdings IV Inc WT,GHIVW,20200911,2.21,2.69,2.2,2.2,3700
Guardion Health Sciences Inc,GHSI,20200911,0.26,0.26,0.225,0.2285,1927000
Gulf Island Fab,GIFI,20200911,2.741,2.79,2.725,2.75,8700
Sofi Gig Economy ETF,GIGE,20200911,27.24,27.24,26.665,26.8311,1800
Gigamedia Ltd,GIGM,20200911,2.95,2.95,2.8,2.8801,43700
G-III Apparel Gp,GIII,20200911,14.31,14.79,14.01,14.43,1516400
Gilead Sciences Inc,GILD,20200911,64.37,65.91,64.22,65.58,10212900
Gilat Satellite Ntwk,GILT,20200911,5.48,5.49,5.375,5.41,46300
Gladstone Cap Corp,GLAD,20200911,7.44,7.519,7.35,7.38,107700
Gladstone Capital Corp 6.125% Notes Due 2,GLADD,20200911,25.1252,25.243,25.0002,25.0602,2300
Gladstone Capital Corp 5.375% Notes Due 2,GLADL,20200911,24.75,24.75,24.7,24.72,47800
Globus Maritime Limi,GLBS,20200911,0.1181,0.1325,0.117,0.1285,16699000
Glen Burnie Bancorp,GLBZ,20200911,9.49,9.54,9.49,9.54,300
Great Lakes Drg Dock,GLDD,20200911,9.03,9.15,8.89,8.98,434400
CS X-Links Gold Share,GLDI,20200911,10.14,10.14,10.069,10.09,45800
China Bat Group Inc,GLG,20200911,3.19,3.3,3.17,3.26,312600
Gci Liberty Inc Cl A,GLIBA,20200911,79.17,79.63,78.605,79.11,286200
Gci Liberty Inc Ser A Pfd,GLIBP,20200911,28.65,28.75,28.6,28.72,1700
Galmed Pharmaceutica,GLMD,20200911,3.98,4.06,3.72,3.83,62700
Golar Lng Ltd,GLNG,20200911,11.23,11.805,11.2,11.8,1569200
Galapagos NV,GLPG,20200911,137.86,137.95,134.941,136.85,414000
Gaming & Leisure,GLPI,20200911,38.11,38.12,36.92,37.51,638000
Greenlight Cap. Re.,GLRE,20200911,6.91,6.98,6.81,6.84,113000
Glu Mobile Inc,GLUU,20200911,7.2,7.23,6.885,6.96,3497400
Glycomimetics Inc,GLYC,20200911,3.42,3.51,3.3201,3.37,116700
Genmab A/S,GMAB,20200911,35.46,35.91,35.33,35.54,365100
Esports Entertainment Group Inc.,GMBL,20200911,4.05,4.21,3.91,4.13,169300
Esports Entertainment Group Inc WT,GMBLW,20200911,2.32,2.45,2.21,2.4,68500
Gamida Cell Ltd,GMDA,20200911,4.14,4.31,4.0901,4.14,64000
Gores Metropoulos Cl A,GMHI,20200911,12.87,12.92,12.3717,12.58,1859700
Gores Metropoulos Inc Unit,GMHIU,20200911,14.17,14.6,14.17,14.425,12800
Gores Metropoulos WT,GMHIW,20200911,4.25,4.25,3.94,4.05,376400
